Property ID,Listing Type,State,City,City Tier,Latitude,Longitude,Property Type,BHK,Size (SqFt),Price (INR),Price Per SqFt,Days on Market (DOM),DOM Status,Year Listed,Month Listed,Year Built,Property Age Classification,RERA Status,Furnishing Status,Parking (PKT),Gym,Swimming Pool (SWM),Elevator (ELV),Total Amenities
PROP-00755,Sale,Maharashtra,Chhatrapati Sambhajinagar,Tier 2,19.9179485843132,75.32046331812744,Builder Floor,4,1871,7576531.75,4049.46,131,Moderate,2024,April,2022,Modern (2016-2022),RERA Approved,Unfurnished,No,No,No,No,0
PROP-00756,Rental,Gujarat,Ahmedabad,Tier 2,23.001550450567144,72.54046098330744,Builder Floor,2,1235,20783.33,16.83,25,Fast,2025,July,2024,New (2023-2026),RERA Approved,Semi-Furnished,Yes,No,No,Yes,2
PROP-00757,Rental,Maharashtra,Chhatrapati Sambhajinagar,Tier 2,19.873198826815795,75.31176324573474,Apartment,2,1184,19440.54,16.42,151,Moderate,2025,August,2015,Vintage (2001-2015),RERA Approved,Semi-Furnished,Yes,No,No,Yes,2
PROP-00758,Sale,Karnataka,Bengaluru,Tier 1,13.010614113739601,77.57881076208636,Independent House/Villa,2,1726,14731739.09,8535.19,93,Moderate,2025,May,2024,New (2023-2026),RERA Approved,Unfurnished,Yes,No,No,Yes,2
PROP-00759,Rental,Maharashtra,Mumbai,Tier 1,19.096772135026754,72.87069576197798,Apartment,2,1249,59552.75,47.68,307,Stale,2024,January,2014,Vintage (2001-2015),RERA Approved,Semi-Furnished,Yes,Yes,Yes,Yes,4
PROP-00760,Rental,Maharashtra,Pune,Tier 1,18.47662032261647,73.8897949171055,Builder Floor,2,1157,27742.8,23.98,207,Stale,2024,June,2004,Vintage (2001-2015),RERA Approved,Semi-Furnished,Yes,Yes,No,No,2
PROP-00761,Sale,Karnataka,Bengaluru,Tier 1,12.936330304427898,77.55658910934727,Apartment,3,1443,10984821.17,7612.49,89,Moderate,2023,April,2018,Modern (2016-2022),RERA Approved,Unfurnished,Yes,No,No,No,1
PROP-00762,Sale,Gujarat,Ahmedabad,Tier 2,22.973284159077192,72.59489258473948,Builder Floor,4,2010,9465291.93,4709.1,171,Moderate,2023,December,2018,Modern (2016-2022),RERA Approved,Unfurnished,Yes,Yes,No,No,2
PROP-00763,Sale,Maharashtra,Mumbai,Tier 1,19.089092179022916,72.88084549141894,Independent House/Villa,4,2380,69454822.8,29182.7,76,Moderate,2023,December,2018,Modern (2016-2022),RERA Approved,Semi-Furnished,No,No,No,Yes,1
PROP-00764,Rental,Karnataka,Bengaluru,Tier 1,12.966367342541043,77.57339453426759,Apartment,1,482,14789.84,30.68,302,Stale,2023,December,2021,Modern (2016-2022),RERA Approved,Semi-Furnished,No,No,No,Yes,1
PROP-00765,Sale,Maharashtra,Mumbai,Tier 1,19.03942748509023,72.87698195845329,Apartment,3,1750,40686311.73,23249.32,13,Fast,2025,December,2020,Modern (2016-2022),RERA Approved,Fully Furnished,Yes,No,No,No,1
PROP-00766,Sale,Delhi,Delhi NCR,Tier 1,28.65969341210568,77.18899420697771,Builder Floor,3,2060,25818082.77,12533.05,285,Stale,2025,May,2020,Modern (2016-2022),RERA Approved,Fully Furnished,Yes,No,No,No,1
PROP-00767,Rental,Telangana,Hyderabad,Tier 1,17.387965972394564,78.49630819552382,Builder Floor,2,1488,30528.68,20.52,262,Stale,2022,March,1982,Mature (Pre-2001),RERA Approved,Semi-Furnished,No,No,Yes,No,1
PROP-00768,Rental,Karnataka,Bengaluru,Tier 1,12.945789329411289,77.58798439228552,Apartment,1,471,12320.62,26.16,279,Stale,2023,April,2003,Vintage (2001-2015),RERA Approved,Semi-Furnished,Yes,No,No,Yes,2
PROP-00769,Sale,Delhi,Delhi NCR,Tier 1,28.61396035711547,77.17544055290789,Independent House/Villa,2,1924,23332003.99,12126.82,242,Stale,2024,June,2004,Vintage (2001-2015),Awaiting Approval,Semi-Furnished,Yes,Yes,Yes,Yes,4
PROP-00770,Rental,Karnataka,Bengaluru,Tier 1,12.989562033273511,77.55625830745556,Apartment,4,1962,62617.75,31.92,24,Fast,2024,June,2004,Vintage (2001-2015),RERA Approved,Semi-Furnished,Yes,No,No,Yes,2
PROP-00771,Sale,Karnataka,Bengaluru,Tier 1,12.929223921797357,77.59926956820722,Apartment,2,895,9140091.15,10212.39,237,Stale,2026,April,2021,Modern (2016-2022),RERA Approved,Unfurnished,Yes,Yes,No,Yes,3
PROP-00772,Rental,Gujarat,Ahmedabad,Tier 2,22.99997038150479,72.61164130332861,Apartment,3,1797,28513.14,15.87,225,Stale,2022,January,2017,Modern (2016-2022),Awaiting Approval,Semi-Furnished,Yes,Yes,No,Yes,3
PROP-00773,Sale,Rajasthan,Jaipur,Tier 2,26.943096549088402,75.77169576865577,Apartment,2,1104,4365202.37,3953.99,330,Stale,2025,April,2005,Vintage (2001-2015),RERA Approved,Semi-Furnished,No,No,No,No,0
PROP-00774,Sale,Maharashtra,Chhatrapati Sambhajinagar,Tier 2,19.872166487040268,75.36660001072227,Independent House/Villa,3,1923,11434125.85,5945.98,21,Fast,2026,March,2024,New (2023-2026),RERA Approved,Unfurnished,Yes,Yes,No,Yes,3
PROP-00775,Rental,Gujarat,Ahmedabad,Tier 2,23.02715771420323,72.58726613549398,Apartment,1,510,8768.1,17.19,93,Moderate,2022,July,1982,Mature (Pre-2001),Awaiting Approval,Semi-Furnished,No,Yes,No,Yes,2
PROP-00776,Sale,Delhi,Delhi NCR,Tier 1,28.607181600220947,77.25215549143095,Independent House/Villa,2,1543,23639697.99,15320.61,200,Stale,2024,January,2022,Modern (2016-2022),RERA Approved,Fully Furnished,Yes,Yes,No,No,2
PROP-00777,Sale,Telangana,Hyderabad,Tier 1,17.3393899942643,78.51879810172991,Apartment,2,1144,7952844.47,6951.79,354,Stale,2025,October,2020,Modern (2016-2022),Awaiting Approval,Semi-Furnished,No,No,Yes,Yes,2
PROP-00778,Rental,Karnataka,Bengaluru,Tier 1,12.938174977982015,77.60126052589055,Apartment,1,515,16247.55,31.55,88,Moderate,2025,October,2015,Vintage (2001-2015),RERA Approved,Semi-Furnished,Yes,No,No,No,1
PROP-00779,Rental,Delhi,Delhi NCR,Tier 1,28.60845416387419,77.22470304982342,Apartment,3,1868,60135.62,32.19,91,Moderate,2026,January,1986,Mature (Pre-2001),RERA Approved,Fully Furnished,Yes,Yes,No,Yes,3
PROP-00780,Rental,Gujarat,Ahmedabad,Tier 2,22.993418546540795,72.6112386466584,Apartment,2,871,16806.49,19.3,311,Stale,2026,March,2025,New (2023-2026),Non-RERA / NA,Semi-Furnished,Yes,No,Yes,Yes,3
PROP-00781,Rental,Maharashtra,Mumbai,Tier 1,19.03099790286597,72.8676518784587,Apartment,3,1488,88378.49,59.39,342,Stale,2022,November,2012,Vintage (2001-2015),RERA Approved,Unfurnished,Yes,Yes,No,No,2
PROP-00782,Sale,Rajasthan,Jaipur,Tier 2,26.946764966405183,75.76997947058578,Apartment,2,1042,5434819.28,5215.76,158,Moderate,2022,August,2017,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,No,No,1
PROP-00783,Sale,Karnataka,Bengaluru,Tier 1,13.019719252916412,77.54568110836352,Apartment,2,1051,7523096.24,7158.04,232,Stale,2024,November,2022,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,No,Yes,2
PROP-00784,Sale,Maharashtra,Pune,Tier 1,18.549714287399674,73.88935510741915,Apartment,1,488,3207508.65,6572.76,268,Stale,2022,September,2012,Vintage (2001-2015),RERA Approved,Semi-Furnished,Yes,No,No,No,1
PROP-00785,Sale,Telangana,Hyderabad,Tier 1,17.420378492170467,78.51679807004034,Apartment,1,570,4155264.68,7289.94,227,Stale,2023,December,2018,Modern (2016-2022),RERA Approved,Unfurnished,Yes,No,No,Yes,2
PROP-00786,Rental,Rajasthan,Jaipur,Tier 2,26.886597713031705,75.74774545181002,Apartment,4,2399,37093.43,15.46,125,Moderate,2024,February,2019,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,No,Yes,2
PROP-00787,Sale,Maharashtra,Pune,Tier 1,18.56646269755132,73.86438573811327,Builder Floor,2,1470,13374089.63,9098.02,177,Moderate,2025,January,2023,New (2023-2026),RERA Approved,Fully Furnished,Yes,Yes,Yes,Yes,4
PROP-00788,Sale,Maharashtra,Pune,Tier 1,18.49009257044534,73.85309816981669,Builder Floor,3,1992,19161048.42,9619.0,8,Fast,2023,February,2018,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,No,Yes,2
PROP-00789,Sale,Maharashtra,Mumbai,Tier 1,19.121142981036183,72.83957090955091,Apartment,4,2380,38146897.27,16028.11,346,Stale,2025,June,2020,Modern (2016-2022),RERA Approved,Fully Furnished,No,Yes,No,No,1
PROP-00790,Rental,Karnataka,Bengaluru,Tier 1,13.021081929396596,77.64265682270607,Apartment,2,1070,28675.28,26.8,132,Moderate,2024,November,2022,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,No,No,1
PROP-00791,Sale,Maharashtra,Mumbai,Tier 1,19.097172280574604,72.84916958874634,Apartment,2,1180,19035405.22,16131.7,114,Moderate,2023,February,2022,Modern (2016-2022),RERA Approved,Fully Furnished,No,No,No,No,0
PROP-00792,Sale,Telangana,Hyderabad,Tier 1,17.433114373179183,78.44342341800906,Builder Floor,3,1651,13918068.16,8430.08,359,Stale,2023,December,1983,Mature (Pre-2001),Non-RERA / NA,Unfurnished,Yes,No,No,No,1
PROP-00793,Sale,Karnataka,Bengaluru,Tier 1,12.978553977956711,77.60408473795019,Apartment,4,2018,23185446.21,11489.32,41,Fast,2022,October,2017,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,Yes,No,Yes,3
PROP-00794,Rental,Telangana,Hyderabad,Tier 1,17.36095417831761,78.5105866677133,Apartment,4,1953,43934.65,22.5,75,Moderate,2025,February,2015,Vintage (2001-2015),RERA Approved,Unfurnished,Yes,Yes,No,No,2
PROP-00795,Sale,Maharashtra,Mumbai,Tier 1,19.069699588566564,72.83094434460472,Apartment,2,1036,16523719.7,15949.54,293,Stale,2023,December,2021,Modern (2016-2022),Awaiting Approval,Semi-Furnished,Yes,No,No,No,1
PROP-00796,Rental,Maharashtra,Mumbai,Tier 1,19.08535609353788,72.8935717638727,Apartment,3,1446,78779.12,54.48,35,Fast,2025,November,2023,New (2023-2026),Awaiting Approval,Semi-Furnished,Yes,No,No,No,1
PROP-00797,Rental,Telangana,Hyderabad,Tier 1,17.3423081562027,78.48992918759514,Apartment,1,617,14487.29,23.48,272,Stale,2024,January,2022,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,No,No,1
PROP-00798,Sale,Maharashtra,Mumbai,Tier 1,19.088234326461723,72.83802650088751,Independent House/Villa,4,2535,57796176.12,22799.28,15,Fast,2022,September,2020,Modern (2016-2022),Awaiting Approval,Fully Furnished,Yes,No,Yes,No,2
PROP-00799,Rental,Maharashtra,Mumbai,Tier 1,19.12411778367623,72.84495238769465,Apartment,4,1778,104121.82,58.56,348,Stale,2022,October,2017,Modern (2016-2022),RERA Approved,Fully Furnished,Yes,No,No,Yes,2
PROP-00800,Rental,Maharashtra,Mumbai,Tier 1,19.04501076497837,72.88449742973161,Apartment,1,530,30765.21,58.05,332,Stale,2025,September,2020,Modern (2016-2022),Awaiting Approval,Unfurnished,Yes,No,No,No,1
PROP-00801,Rental,Maharashtra,Chhatrapati Sambhajinagar,Tier 2,19.905459511628838,75.32293576135133,Apartment,2,872,13138.34,15.07,36,Fast,2023,July,2018,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,Yes,No,No,2
PROP-00802,Sale,Telangana,Hyderabad,Tier 1,17.425789879377962,78.53053157286513,Apartment,1,447,3397962.12,7601.7,61,Moderate,2023,May,2022,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,Yes,No,No,2
PROP-00803,Sale,Delhi,Delhi NCR,Tier 1,28.658270159282022,77.2408740229484,Builder Floor,2,1125,10951024.82,9734.24,170,Moderate,2023,June,2018,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,No,Yes,2
PROP-00804,Rental,Delhi,Delhi NCR,Tier 1,28.659913560440547,77.25735672065137,Apartment,3,1553,52783.43,33.99,192,Stale,2024,February,2023,New (2023-2026),Awaiting Approval,Fully Furnished,Yes,Yes,No,Yes,3
PROP-00805,Sale,Delhi,Delhi NCR,Tier 1,28.61604596387215,77.18496708389505,Independent House/Villa,2,1637,20554234.41,12556.04,346,Stale,2022,December,2021,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,Yes,No,No,2
PROP-00806,Rental,Gujarat,Ahmedabad,Tier 2,23.07023079079915,72.61837236327979,Apartment,1,584,9525.46,16.31,23,Fast,2023,July,2003,Vintage (2001-2015),RERA Approved,Fully Furnished,Yes,Yes,No,Yes,3
PROP-00807,Rental,Telangana,Hyderabad,Tier 1,17.410731020713445,78.47982338697915,Apartment,2,1145,21686.85,18.94,120,Moderate,2022,September,2017,Modern (2016-2022),RERA Approved,Unfurnished,Yes,Yes,No,No,2
PROP-00808,Rental,Maharashtra,Mumbai,Tier 1,19.042167143623697,72.86245187953138,Builder Floor,4,2245,103769.83,46.22,188,Stale,2026,February,2021,Modern (2016-2022),Non-RERA / NA,Semi-Furnished,Yes,No,No,Yes,2
PROP-00809,Sale,Maharashtra,Mumbai,Tier 1,19.073690010646796,72.83273495269694,Apartment,2,983,18450519.3,18769.6,274,Stale,2024,January,2022,Modern (2016-2022),Awaiting Approval,Semi-Furnished,Yes,Yes,Yes,Yes,4
PROP-00810,Sale,Maharashtra,Mumbai,Tier 1,19.0978331175372,72.83297652578597,Builder Floor,2,1171,25283978.13,21591.78,37,Fast,2023,June,2003,Vintage (2001-2015),RERA Approved,Unfurnished,Yes,No,Yes,Yes,3
PROP-00811,Rental,Telangana,Hyderabad,Tier 1,17.359734031581908,78.50590112559466,Apartment,1,579,14145.53,24.43,14,Fast,2025,June,2020,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,Yes,Yes,3
PROP-00812,Rental,Telangana,Hyderabad,Tier 1,17.39906151835489,78.4824928994434,Builder Floor,4,1915,45228.58,23.62,84,Moderate,2022,February,2012,Vintage (2001-2015),RERA Approved,Fully Furnished,Yes,No,No,Yes,2
PROP-00813,Sale,Delhi,Delhi NCR,Tier 1,28.630560047904662,77.18165216260361,Apartment,3,1282,14044152.72,10954.88,196,Stale,2025,June,2023,New (2023-2026),RERA Approved,Semi-Furnished,Yes,Yes,Yes,Yes,4
PROP-00814,Rental,Maharashtra,Mumbai,Tier 1,19.042269974380858,72.88909703063253,Apartment,2,1168,57814.49,49.5,324,Stale,2022,March,1982,Mature (Pre-2001),Non-RERA / NA,Semi-Furnished,Yes,No,No,Yes,2
PROP-00815,Rental,Maharashtra,Mumbai,Tier 1,19.082508531245278,72.85298581182502,Independent House/Villa,1,1144,68249.03,59.66,194,Stale,2024,February,2014,Vintage (2001-2015),RERA Approved,Semi-Furnished,Yes,Yes,No,Yes,3
PROP-00816,Sale,Maharashtra,Chhatrapati Sambhajinagar,Tier 2,19.90336269109786,75.35106317543445,Builder Floor,1,631,2861264.75,4534.49,72,Moderate,2023,January,2003,Vintage (2001-2015),RERA Approved,Unfurnished,No,No,No,Yes,1
PROP-00817,Sale,Delhi,Delhi NCR,Tier 1,28.613789566453594,77.19492087469827,Builder Floor,1,660,9086189.72,13766.95,352,Stale,2025,April,2024,New (2023-2026),RERA Approved,Unfurnished,Yes,Yes,No,Yes,3
PROP-00818,Sale,Telangana,Hyderabad,Tier 1,17.33621031167761,78.51905522266118,Independent House/Villa,2,1956,16803737.36,8590.87,129,Moderate,2023,December,2021,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,No,Yes,2
PROP-00819,Sale,Maharashtra,Pune,Tier 1,18.47130384690793,73.88876961607669,Builder Floor,4,2626,21502934.4,8188.47,340,Stale,2024,May,2022,Modern (2016-2022),RERA Approved,Unfurnished,Yes,No,No,No,1
PROP-00820,Sale,Karnataka,Bengaluru,Tier 1,12.957302934397001,77.59233503981224,Apartment,2,1133,8077800.72,7129.57,63,Moderate,2022,May,2020,Modern (2016-2022),RERA Approved,Fully Furnished,Yes,No,No,Yes,2
PROP-00821,Rental,Delhi,Delhi NCR,Tier 1,28.65651940684318,77.1940819109335,Apartment,3,1564,52561.03,33.61,101,Moderate,2023,August,2003,Vintage (2001-2015),RERA Approved,Semi-Furnished,No,No,Yes,Yes,2
PROP-00822,Sale,Maharashtra,Mumbai,Tier 1,19.048867677960363,72.86395597965591,Apartment,2,1058,24276181.41,22945.35,279,Stale,2022,May,2022,Modern (2016-2022),RERA Approved,Fully Furnished,Yes,No,No,No,1
PROP-00823,Sale,Maharashtra,Pune,Tier 1,18.53383636888717,73.88727145256682,Apartment,3,1860,17213456.55,9254.55,153,Moderate,2024,February,2024,New (2023-2026),RERA Approved,Semi-Furnished,No,No,No,Yes,1
PROP-00824,Sale,Gujarat,Ahmedabad,Tier 2,22.994707587069332,72.55421794827976,Apartment,3,1854,11701500.77,6311.49,282,Stale,2023,August,2021,Modern (2016-2022),RERA Approved,Fully Furnished,Yes,Yes,No,No,2
PROP-00825,Sale,Maharashtra,Pune,Tier 1,18.502566998965953,73.82760593737069,Apartment,1,468,3206328.97,6851.13,269,Stale,2022,September,2021,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,No,No,1
PROP-00826,Rental,Maharashtra,Pune,Tier 1,18.55520420896015,73.81516883418753,Apartment,2,1174,30129.91,25.66,13,Fast,2024,February,2023,New (2023-2026),Awaiting Approval,Semi-Furnished,Yes,No,No,Yes,2
PROP-00827,Sale,Maharashtra,Mumbai,Tier 1,19.098886144226995,72.87436931208845,Independent House/Villa,2,1486,35544487.83,23919.57,287,Stale,2024,May,2014,Vintage (2001-2015),RERA Approved,Fully Furnished,Yes,No,No,Yes,2
PROP-00828,Sale,Maharashtra,Chhatrapati Sambhajinagar,Tier 2,19.83573992773132,75.34151320989199,Apartment,1,467,2376702.5,5089.3,277,Stale,2024,March,2019,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,Yes,Yes,3
PROP-00829,Rental,Gujarat,Ahmedabad,Tier 2,23.015370202098644,72.60549087104029,Apartment,2,1120,16565.13,14.79,305,Stale,2025,August,2025,New (2023-2026),RERA Approved,Unfurnished,Yes,No,No,Yes,2
PROP-00830,Sale,Delhi,Delhi NCR,Tier 1,28.566816976364528,77.18112386964461,Apartment,2,1012,13695784.75,13533.38,12,Fast,2022,February,2020,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,Yes,Yes,Yes,4
PROP-00831,Sale,Maharashtra,Chhatrapati Sambhajinagar,Tier 2,19.874289014660302,75.33139912736684,Independent House/Villa,4,3178,21705876.13,6830.04,212,Stale,2024,October,2022,Modern (2016-2022),RERA Approved,Fully Furnished,No,Yes,No,Yes,2
PROP-00832,Sale,Maharashtra,Pune,Tier 1,18.536643401170107,73.88754057388937,Independent House/Villa,2,1416,13164927.67,9297.27,129,Moderate,2024,December,2023,New (2023-2026),RERA Approved,Semi-Furnished,Yes,Yes,No,No,2
PROP-00833,Sale,Maharashtra,Pune,Tier 1,18.482250262359813,73.8890623610749,Apartment,3,1581,11654001.68,7371.29,127,Moderate,2026,January,2021,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,Yes,No,Yes,3
PROP-00834,Sale,Telangana,Hyderabad,Tier 1,17.36388849389092,78.47516110759787,Apartment,2,1217,7436265.93,6110.33,37,Fast,2023,January,2013,Vintage (2001-2015),RERA Approved,Semi-Furnished,Yes,No,No,Yes,2
PROP-00835,Sale,Gujarat,Ahmedabad,Tier 2,23.012283662550217,72.56731240232867,Apartment,3,1817,9710065.61,5344.01,5,Fast,2025,January,2015,Vintage (2001-2015),RERA Approved,Fully Furnished,Yes,No,No,No,1
PROP-00836,Sale,Telangana,Hyderabad,Tier 1,17.426953102465607,78.46702858908493,Apartment,2,912,6347997.79,6960.52,208,Stale,2024,February,2014,Vintage (2001-2015),Awaiting Approval,Unfurnished,Yes,Yes,No,Yes,3
PROP-00837,Rental,Maharashtra,Mumbai,Tier 1,19.125325501542296,72.92095548784194,Apartment,3,1494,88133.2,58.99,10,Fast,2025,June,2025,New (2023-2026),Awaiting Approval,Semi-Furnished,Yes,No,No,Yes,2
PROP-00838,Sale,Delhi,Delhi NCR,Tier 1,28.568391129899563,77.17086437657416,Apartment,2,1097,12780372.51,11650.29,301,Stale,2023,August,1983,Mature (Pre-2001),RERA Approved,Unfurnished,Yes,No,No,Yes,2
PROP-00839,Sale,Rajasthan,Jaipur,Tier 2,26.93850079234954,75.83067494230015,Apartment,2,913,4428671.12,4850.68,9,Fast,2025,April,2015,Vintage (2001-2015),RERA Approved,Semi-Furnished,Yes,No,No,Yes,2
PROP-00840,Rental,Delhi,Delhi NCR,Tier 1,28.601072406640235,77.22738664518354,Apartment,2,1237,38678.41,31.27,84,Moderate,2025,September,2005,Vintage (2001-2015),RERA Approved,Semi-Furnished,Yes,No,No,No,1
PROP-00841,Sale,Delhi,Delhi NCR,Tier 1,28.60314581862295,77.21215721526868,Builder Floor,2,1459,12774318.45,8755.53,278,Stale,2024,June,2024,New (2023-2026),RERA Approved,Unfurnished,Yes,No,Yes,Yes,3
PROP-00842,Rental,Karnataka,Bengaluru,Tier 1,12.997026497334703,77.54786590607844,Builder Floor,1,641,21162.46,33.01,181,Stale,2025,September,2005,Vintage (2001-2015),RERA Approved,Unfurnished,No,Yes,No,Yes,2
PROP-00843,Sale,Karnataka,Bengaluru,Tier 1,13.01344264321454,77.5921596191822,Apartment,1,449,4321485.8,9624.69,342,Stale,2023,July,2013,Vintage (2001-2015),Awaiting Approval,Semi-Furnished,Yes,No,No,Yes,2
PROP-00844,Rental,Maharashtra,Pune,Tier 1,18.565492859450252,73.84747481050027,Apartment,1,442,13587.73,30.74,325,Stale,2023,February,2013,Vintage (2001-2015),RERA Approved,Unfurnished,Yes,No,Yes,Yes,3
PROP-00845,Sale,Maharashtra,Chhatrapati Sambhajinagar,Tier 2,19.883912258603832,75.30942188119751,Apartment,3,1820,9149253.32,5027.06,343,Stale,2024,June,2024,New (2023-2026),Non-RERA / NA,Unfurnished,Yes,No,Yes,Yes,3
PROP-00846,Sale,Delhi,Delhi NCR,Tier 1,28.59961211593005,77.22464096035007,Apartment,2,927,10171995.78,10973.03,140,Moderate,2025,August,2015,Vintage (2001-2015),RERA Approved,Fully Furnished,No,No,No,No,0
PROP-00847,Sale,Maharashtra,Mumbai,Tier 1,19.10475490858588,72.92481509073683,Builder Floor,2,1219,18897086.06,15502.12,29,Fast,2022,October,1982,Mature (Pre-2001),Awaiting Approval,Semi-Furnished,Yes,No,No,No,1
PROP-00848,Rental,Maharashtra,Mumbai,Tier 1,19.05110013832623,72.88391888110645,Apartment,3,1544,82744.43,53.59,329,Stale,2023,April,2018,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,No,Yes,2
PROP-00849,Sale,Rajasthan,Jaipur,Tier 2,26.918807402883353,75.8087753276444,Independent House/Villa,2,1743,11078818.53,6356.18,187,Stale,2026,January,2021,Modern (2016-2022),RERA Approved,Fully Furnished,Yes,Yes,No,Yes,3
PROP-00850,Sale,Maharashtra,Pune,Tier 1,18.506257846152486,73.8135450452566,Apartment,2,878,7893908.38,8990.78,172,Moderate,2024,March,2004,Vintage (2001-2015),RERA Approved,Unfurnished,Yes,Yes,No,No,2
PROP-00851,Sale,Delhi,Delhi NCR,Tier 1,28.62956310737079,77.2007666995817,Builder Floor,1,658,8000406.69,12158.67,342,Stale,2025,December,2023,New (2023-2026),RERA Approved,Semi-Furnished,Yes,No,No,Yes,2
PROP-00852,Rental,Gujarat,Ahmedabad,Tier 2,22.996539891289352,72.53303584851645,Apartment,4,2445,37252.78,15.24,182,Stale,2026,March,2021,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,No,Yes,2
PROP-00853,Sale,Rajasthan,Jaipur,Tier 2,26.881559294573485,75.79857958355365,Independent House/Villa,3,2548,17009002.91,6675.43,99,Moderate,2024,June,2019,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,No,Yes,2
PROP-00854,Rental,Gujarat,Ahmedabad,Tier 2,23.064323908667543,72.61524821582141,Apartment,3,1743,35241.33,20.22,37,Fast,2022,September,2002,Vintage (2001-2015),RERA Approved,Fully Furnished,Yes,No,No,Yes,2
PROP-00855,Sale,Rajasthan,Jaipur,Tier 2,26.872580368294955,75.80347777324717,Apartment,2,857,3101729.04,3619.29,115,Moderate,2025,December,2025,New (2023-2026),RERA Approved,Fully Furnished,Yes,No,No,Yes,2
PROP-00856,Sale,Delhi,Delhi NCR,Tier 1,28.614495790773493,77.16668030483144,Apartment,3,1471,17722785.27,12048.12,150,Moderate,2024,August,2019,Modern (2016-2022),Awaiting Approval,Semi-Furnished,No,No,No,No,0
PROP-00857,Sale,Telangana,Hyderabad,Tier 1,17.357085278296303,78.47216662049851,Apartment,1,550,3512486.05,6386.34,235,Stale,2025,March,2020,Modern (2016-2022),RERA Approved,Unfurnished,Yes,No,No,No,1
PROP-00858,Sale,Karnataka,Bengaluru,Tier 1,12.925492996332567,77.59966633794409,Builder Floor,1,672,6892027.09,10255.99,276,Stale,2024,March,2014,Vintage (2001-2015),RERA Approved,Unfurnished,Yes,Yes,No,Yes,3
PROP-00859,Sale,Gujarat,Ahmedabad,Tier 2,22.976101881829145,72.56172077561332,Builder Floor,1,849,4146549.55,4884.04,340,Stale,2025,December,2020,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,Yes,Yes,3
PROP-00860,Sale,Telangana,Hyderabad,Tier 1,17.352522177210584,78.52006440104752,Builder Floor,2,1324,11932970.6,9012.82,42,Fast,2022,September,2002,Vintage (2001-2015),Non-RERA / NA,Unfurnished,Yes,No,Yes,No,2
PROP-00861,Rental,Gujarat,Ahmedabad,Tier 2,23.059177035450602,72.602867100471,Apartment,2,878,13136.73,14.96,139,Moderate,2023,June,2003,Vintage (2001-2015),RERA Approved,Semi-Furnished,Yes,Yes,No,Yes,3
PROP-00862,Sale,Telangana,Hyderabad,Tier 1,17.363247874397704,78.49788310201032,Independent House/Villa,2,1941,16514922.97,8508.46,338,Stale,2025,February,2025,New (2023-2026),RERA Approved,Semi-Furnished,No,Yes,No,No,1
PROP-00863,Sale,Maharashtra,Mumbai,Tier 1,19.12104591705753,72.86504579451328,Apartment,1,616,11693236.84,18982.53,239,Stale,2025,October,2023,New (2023-2026),RERA Approved,Unfurnished,No,No,No,Yes,1
PROP-00864,Sale,Maharashtra,Pune,Tier 1,18.528562229298917,73.83223363737633,Apartment,2,881,6651560.51,7550.01,323,Stale,2023,July,2023,New (2023-2026),Non-RERA / NA,Fully Furnished,Yes,Yes,No,Yes,3
PROP-00865,Sale,Maharashtra,Chhatrapati Sambhajinagar,Tier 2,19.86986141897688,75.30388743182131,Apartment,3,1594,8418704.54,5281.5,349,Stale,2023,September,2021,Modern (2016-2022),Awaiting Approval,Unfurnished,Yes,No,Yes,Yes,3
PROP-00866,Sale,Maharashtra,Chhatrapati Sambhajinagar,Tier 2,19.884208883466947,75.32878976834866,Apartment,2,971,3812179.43,3926.03,164,Moderate,2022,June,2017,Modern (2016-2022),RERA Approved,Semi-Furnished,Yes,No,Yes,No,2
PROP-00867,Sale,Maharashtra,Mumbai,Tier 1,19.077669838522628,72.86901725172078,Apartment,3,1510,34002117.64,22517.96,42,Fast,2026,May,2006,Vintage (2001-2015),RERA Approved,Semi-Furnished,Yes,No,No,Yes,2
